City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
65,Saint George,US,37.1041,-113.5841,91.63,41,1,1.99,clear sky
66,Smidovich,RU,48.6,133.8167,62.33,72,91,11.5,overcast clouds
67,Wadi,IN,17.0667,76.9833,75.79,77,76,17.81,broken clouds
68,Kloulklubed,PW,7.0419,134.2556,84.11,76,100,13.91,overcast clouds
69,Zhigansk,RU,66.7697,123.3711,62.08,66,49,10.54,scattered clouds
70,Carutapera,BR,-1.195,-46.02,83.26,68,12,7.2,few clouds
71,Cape Town,ZA,-33.9258,18.4232,59.11,71,20,1.01,few clouds
72,Vilhena,BR,-12.7406,-60.1458,88.02,25,0,9.22,clear sky
73,Melilla,ES,35.2937,-2.9383,86.2,29,0,12.66,clear sky
74,Aklavik,CA,68.2191,-135.0107,77.0,47,40,5.75,haze
75,Sao Filipe,CV,14.8961,-24.4956,75.7,78,42,5.99,scattered clouds
76,Ancud,CL,-41.8697,-73.8203,51.33,59,38,3.98,scattered clouds
77,Mar Del Plata,AR,-38.0023,-57.5575,51.82,29,0,4.0,clear sky
78,Macklin,CA,52.3334,-109.9348,86.34,22,62,10.2,broken clouds
79,Tuatapere,NZ,-46.1333,167.6833,39.81,94,23,6.06,light rain
80,Grindavik,IS,63.8424,-22.4338,55.35,94,75,2.3,broken clouds
81,Cabo San Lucas,MX,22.8909,-109.9124,96.51,67,20,3.0,few clouds
82,Pisco,PE,-13.7,-76.2167,67.01,77,90,8.05,haze
83,Lima,PE,-12.0432,-77.0282,66.9,77,90,5.75,overcast clouds
84,Mogadishu,SO,2.0371,45.3438,75.96,85,99,20.56,light rain
85,Davidson,US,36.1501,-86.7833,79.84,77,90,8.99,haze
86,Yuncheng,CN,35.0231,110.9928,78.94,80,4,5.93,clear sky
87,Barra Da Estiva,BR,-13.6261,-41.3269,71.87,37,74,14.56,broken clouds
88,Kiunga,PG,-6.1219,141.2906,73.2,95,89,2.64,overcast clouds
89,Matay,EG,28.419,30.7792,96.8,12,3,7.78,clear sky
90,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,55,85,10.45,overcast clouds
91,Nikolskoye,RU,59.7035,30.7861,65.39,67,53,11.39,broken clouds
92,Daru,PG,-9.0763,143.2092,75.61,76,36,14.74,scattered clouds
93,Avarua,CK,-21.2078,-159.775,77.05,78,75,17.27,broken clouds
94,Sitka,US,57.0531,-135.33,60.69,88,75,0.0,mist
95,Qaanaaq,GL,77.484,-69.3632,43.14,79,93,0.94,overcast clouds
96,Mataura,NZ,-46.1927,168.8643,39.47,98,31,3.6,scattered clouds
97,Jacareacanga,BR,-6.2222,-57.7528,99.9,20,16,4.32,few clouds
98,Samarai,PG,-10.6167,150.6667,75.24,70,89,8.05,overcast clouds
99,Port Elizabeth,ZA,-33.918,25.5701,59.29,82,0,29.93,clear sky
100,Codajas,BR,-3.8367,-62.0569,94.78,27,42,4.76,scattered clouds
101,Ilulissat,GL,69.2167,-51.1,59.02,38,0,4.61,clear sky
102,Tazovskiy,RU,67.4667,78.7,52.9,72,99,9.71,overcast clouds
103,Vardo,NO,70.3705,31.1107,55.6,93,0,6.91,light rain
104,Katsuura,JP,35.1333,140.3,80.71,88,21,7.54,few clouds
105,Torres,BR,-29.3353,-49.7269,69.82,71,10,8.14,clear sky
106,Baffa,PK,34.4378,73.2194,73.69,83,4,4.88,clear sky
107,Yellowknife,CA,62.456,-114.3525,83.32,36,20,3.0,few clouds
108,Hermanus,ZA,-34.4187,19.2345,57.9,81,42,8.61,scattered clouds
109,East London,ZA,-33.0153,27.9116,58.14,88,0,11.5,clear sky
110,Clyde River,CA,70.4692,-68.5914,43.03,87,90,13.8,overcast clouds
111,Cravo Norte,CO,6.3017,-70.2041,77.07,83,86,6.51,overcast clouds
112,Oranjemund,NA,-28.55,16.4333,59.54,65,4,10.36,clear sky
113,Korla,CN,41.7597,86.1469,78.84,16,95,4.21,overcast clouds
114,Mitsamiouli,KM,-11.3847,43.2844,76.75,71,16,3.85,few clouds
115,Pevek,RU,69.7008,170.3133,32.86,94,100,12.68,overcast clouds
116,Tambura,SS,5.6,27.4667,69.12,96,90,5.5,moderate rain
117,Alice Springs,AU,-23.7,133.8833,65.75,39,86,10.36,overcast clouds
118,Laukaa,RU,58.7372,29.8453,66.38,66,38,6.42,scattered clouds
119,Sakaraha,MG,-22.9,44.5333,61.9,67,5,4.97,clear sky
120,Olafsvik,IS,64.8945,-23.7142,53.71,92,100,1.97,overcast clouds
121,Chabahar,IR,25.2919,60.643,84.9,84,23,11.01,few clouds
122,Octeville,FR,49.6261,-1.6435,63.09,77,90,12.66,overcast clouds
123,Longyearbyen,SJ,78.2186,15.6401,48.04,66,75,12.66,broken clouds
124,Shar,KZ,49.5886,81.0453,72.3,32,0,7.16,clear sky
125,Sur,OM,22.5667,59.5289,92.34,51,93,16.02,overcast clouds
126,Hobart,AU,-42.8794,147.3294,39.06,85,7,1.01,clear sky
127,Owando,CG,-0.4819,15.8999,81.7,45,100,2.04,overcast clouds
128,Puteyets,RU,65.1716,57.091,56.23,96,71,4.79,broken clouds
129,Obidos,BR,-1.9175,-55.5181,89.69,48,98,3.04,overcast clouds
130,New Norfolk,AU,-42.7826,147.0587,37.71,87,15,2.06,few clouds
131,Upernavik,GL,72.7868,-56.1549,45.64,71,93,10.58,overcast clouds
132,Bowen,AU,-20.0167,148.2333,61.02,77,11,4.47,few clouds
133,Pangnirtung,CA,66.1451,-65.7125,48.2,87,90,8.05,overcast clouds
134,Tuktoyaktuk,CA,69.4541,-133.0374,69.8,60,75,16.11,broken clouds
135,Mokolo,CM,10.7398,13.8019,72.91,84,99,4.45,overcast clouds
136,Vryburg,ZA,-26.9566,24.7284,56.1,23,2,9.4,clear sky
137,Saint-Philippe,RE,-21.3585,55.7679,67.59,75,33,12.48,scattered clouds
138,Souillac,MU,-20.5167,57.5167,71.98,68,75,17.27,light rain
139,Avera,US,33.194,-82.5271,94.91,36,44,12.8,scattered clouds
140,Russell,US,32.3502,-85.1999,92.48,58,20,6.91,few clouds
141,Lebu,CL,-37.6167,-73.65,55.17,64,4,16.75,clear sky
142,Ontario,US,34.0633,-117.6509,101.41,33,20,3.0,few clouds
143,Maturin,VE,9.75,-63.1767,85.57,67,31,6.51,scattered clouds
144,Nichinan,JP,31.6,131.3667,77.76,91,77,3.94,broken clouds
145,Narbonne,FR,43.0833,2.8333,75.16,31,81,14.27,broken clouds
146,Ribeira Grande,PT,38.5167,-28.7,73.8,88,75,18.41,broken clouds
147,Brae,GB,60.3964,-1.353,51.71,78,92,15.55,overcast clouds
148,Tautira,PF,-17.7333,-149.15,69.82,61,74,9.08,broken clouds
149,Bilibino,RU,68.0546,166.4372,33.78,75,85,6.93,overcast clouds
150,Huoqiu,CN,32.3394,116.2694,79.72,83,2,5.1,light rain
151,Luorong,CN,24.4058,109.6086,79.29,83,97,2.44,overcast clouds
152,Pak Chong,TH,14.708,101.4161,75.61,82,93,10.33,overcast clouds
153,Kvarkeno,RU,52.0833,59.725,73.26,61,41,6.58,scattered clouds
154,Cururupu,BR,-1.8283,-44.8683,85.93,54,56,4.72,broken clouds
155,Geraldton,AU,-28.7667,114.6,46.81,93,90,8.05,overcast clouds
156,Marawi,PH,7.9986,124.2928,72.64,94,92,3.49,overcast clouds
157,Broome,US,42.2506,-75.833,79.47,58,40,3.0,scattered clouds
158,Puerto Escondido,MX,15.85,-97.0667,88.63,62,40,5.75,scattered clouds
159,College,US,64.8569,-147.8028,66.09,74,75,3.44,broken clouds
160,Port Lincoln,AU,-34.7333,135.8667,51.93,49,3,21.03,clear sky
161,Kaitangata,NZ,-46.2817,169.8464,43.88,97,48,4.76,scattered clouds
162,Tecoanapa,MX,16.5167,-98.75,87.8,62,78,4.05,broken clouds
163,Bengkulu,ID,-3.8004,102.2655,75.02,91,84,3.71,broken clouds
164,Izmir,TR,38.4622,27.0923,101.64,38,0,6.91,clear sky
165,Turukhansk,RU,65.8167,87.9833,54.3,87,25,6.51,scattered clouds
166,Beloha,MG,-25.1667,45.05,68.32,69,0,11.1,clear sky
167,Moindou,NC,-21.6924,165.677,55.35,66,63,7.78,broken clouds
168,Gizo,SB,-8.103,156.8419,79.68,82,63,12.75,moderate rain
169,Sambava,MG,-14.2667,50.1667,69.06,91,100,13.31,light rain
170,Valparaiso,CL,-33.0393,-71.6273,71.83,52,0,3.44,clear sky
171,Cherskiy,RU,68.75,161.3,34.86,86,68,16.26,broken clouds
172,Sorland,NO,67.667,12.6934,49.86,73,51,12.97,broken clouds
173,Sibolga,ID,1.7427,98.7792,74.52,89,99,3.87,overcast clouds
174,Lourdes,FR,43.1,-0.05,73.94,72,90,11.5,overcast clouds
175,Butaritari,KI,3.0707,172.7902,82.67,69,48,8.81,scattered clouds
176,Teya,RU,60.3778,92.6267,59.0,72,100,2.3,overcast clouds
177,Castro,BR,-24.7911,-50.0119,49.5,83,100,3.83,overcast clouds
178,Velyka Bahachka,UA,49.7912,33.7226,81.66,39,32,5.82,scattered clouds
179,Big Spring,US,32.2504,-101.4787,82.27,61,75,14.97,thunderstorm
180,Hambantota,LK,6.1241,81.1185,80.33,80,100,16.75,overcast clouds
181,Ostrovnoy,RU,68.0531,39.5131,51.06,78,36,7.25,scattered clouds
182,Bonthe,SL,7.5264,-12.505,77.49,83,100,11.39,light rain
183,Barrow,US,71.2906,-156.7887,51.82,85,90,20.71,overcast clouds
184,Qasigiannguit,GL,68.8193,-51.1922,59.25,57,36,3.91,scattered clouds
185,Port-Gentil,GA,-0.7193,8.7815,78.76,78,75,10.36,broken clouds
186,Mayo,US,38.8876,-76.5119,78.03,87,90,4.0,overcast clouds
187,Luderitz,NA,-26.6481,15.1594,68.4,35,0,11.5,clear sky
188,Ajdabiya,LY,30.7554,20.2263,82.35,64,0,9.24,clear sky
189,Gorontalo,ID,0.5412,123.0595,74.98,95,63,2.73,broken clouds
190,Waddan,LY,29.1614,16.139,97.32,9,0,11.5,clear sky
191,Rio Rancho,US,35.2334,-106.6645,80.51,52,1,1.99,clear sky
192,Haines Junction,CA,60.7522,-137.5108,60.75,59,76,4.61,broken clouds
193,Usinsk,RU,65.9939,57.5281,51.53,91,97,9.69,overcast clouds
194,Say,NE,13.1007,2.3689,91.96,51,72,15.05,broken clouds
195,Marechal Candido Rondon,BR,-24.5561,-54.0567,69.26,48,91,0.67,overcast clouds
196,Farsund,NO,58.0948,6.8047,61.95,81,47,7.27,scattered clouds
197,Hasaki,JP,35.7333,140.8333,77.4,89,1,6.91,clear sky
198,Faanui,PF,-16.4833,-151.75,77.56,67,76,14.36,broken clouds
199,Victoria,HK,22.2855,114.1577,85.32,88,100,1.99,light rain
200,Half Moon Bay,US,37.4636,-122.4286,77.05,72,40,1.01,scattered clouds
201,Charsadda,PK,34.1435,71.7317,84.81,59,37,5.57,scattered clouds
202,Bosobolo,CD,4.1833,19.9,70.93,92,100,0.49,overcast clouds
203,Qui Nhon,VN,13.7667,109.2333,85.62,66,100,12.88,overcast clouds
204,Buritizeiro,BR,-17.3511,-44.9622,81.37,30,1,5.08,clear sky
205,Broken Hill,AU,-31.95,141.4333,44.31,87,0,8.05,clear sky
206,Berdigestyakh,RU,62.0989,126.6992,60.87,63,96,4.09,overcast clouds
207,Tezu,IN,27.9167,96.1667,76.6,91,13,3.65,few clouds
208,Coquimbo,CL,-29.9533,-71.3436,60.53,72,0,9.22,clear sky
209,Iranshahr,IR,27.2025,60.6848,102.54,29,40,16.11,scattered clouds
210,Dunmore Town,BS,25.5,-76.65,83.07,76,7,10.11,clear sky
211,Benghazi,LY,32.1167,20.0667,84.04,66,0,14.14,clear sky
212,Ponta Do Sol,PT,32.6667,-17.1,78.71,72,26,4.14,scattered clouds
213,Caravelas,BR,-17.7125,-39.2481,71.96,53,99,10.51,overcast clouds
214,Nouakchott,MR,18.0858,-15.9785,82.33,74,62,12.3,broken clouds
215,Poronaysk,RU,49.2167,143.1167,55.56,80,84,1.45,broken clouds
216,The Valley,AI,18.217,-63.0578,87.66,70,40,13.8,scattered clouds
217,Siguiri,GN,11.6667,-9.5,77.22,89,84,1.68,moderate rain
218,Batagay-Alyta,RU,67.8006,130.4114,53.89,67,1,1.57,clear sky
219,Nchelenge,ZM,-9.3451,28.734,70.47,53,10,2.62,clear sky
220,Te Anau,NZ,-45.4167,167.7167,41.47,94,61,2.64,broken clouds
221,Chokurdakh,RU,70.6333,147.9167,30.51,85,4,5.35,clear sky
222,Srednekolymsk,RU,67.45,153.6833,37.18,75,100,8.66,overcast clouds
223,Kasempa,ZM,-13.4584,25.8338,62.46,43,3,4.92,clear sky
224,Pemba,MZ,-12.974,40.5178,77.7,78,40,13.8,scattered clouds
225,Dukat,RU,62.55,155.55,31.78,98,100,5.14,snow
226,Isangel,VU,-19.55,169.2667,67.03,71,63,13.38,broken clouds
227,Kango,GA,0.1943,10.0951,78.31,73,99,6.62,overcast clouds
228,Kaduna,NG,10.5222,7.4383,69.73,96,87,6.38,overcast clouds
229,Vao,NC,-22.6667,167.4833,66.51,58,76,13.58,broken clouds
230,Khatanga,RU,71.9667,102.5,62.65,74,85,8.03,overcast clouds
231,Fort Morgan,US,40.2503,-103.8,77.74,50,1,5.75,clear sky
232,Constitucion,CL,-35.3333,-72.4167,63.1,47,1,7.67,clear sky
233,Wattegama,LK,6.7989,81.4808,79.74,69,100,6.2,overcast clouds
234,Asau,RO,46.4333,26.4,81.52,74,0,2.77,clear sky
235,Iqaluit,CA,63.7506,-68.5145,55.13,71,90,5.75,overcast clouds
236,Evensk,RU,61.95,159.2333,44.13,87,100,16.33,light rain
237,Uri,IN,34.0833,74.0333,68.77,93,27,0.38,scattered clouds
238,Leningradskiy,RU,69.3833,178.4167,35.58,96,100,15.5,light rain
239,Upington,ZA,-28.4478,21.2561,64.78,27,0,3.44,clear sky
240,Jacqueville,CI,5.2052,-4.4146,80.51,84,95,9.55,overcast clouds
241,Margate,GB,51.3813,1.3862,64.85,89,64,10.11,light rain
242,Mnogovershinnyy,RU,53.9353,139.9242,46.04,94,96,2.75,overcast clouds
243,Lorengau,PG,-2.0226,147.2712,81.64,78,24,9.44,few clouds
244,Viedma,AR,-40.8135,-62.9967,59.43,30,19,20.49,few clouds
245,Nouadhibou,MR,20.931,-17.0347,76.98,69,0,13.8,clear sky
246,Parsons,US,37.3403,-95.2611,80.15,53,48,11.77,scattered clouds
247,Along,IN,28.1667,94.7667,74.05,98,13,1.9,few clouds
248,Gat,IL,31.61,34.7642,87.4,53,0,5.28,clear sky
249,Puerto Leguizamo,CO,-0.1934,-74.7819,70.92,85,100,1.63,overcast clouds
250,San Patricio,US,28.017,-97.5169,95.09,39,71,9.64,broken clouds
251,Naryan-Mar,RU,67.6713,53.087,51.55,85,88,9.8,overcast clouds
252,Mabaruma,GY,8.2,-59.7833,84.16,79,13,4.07,few clouds
253,Bayan,CN,46.0833,127.4,65.34,98,100,5.14,overcast clouds
254,Acapulco,MX,16.8634,-99.8901,85.82,74,75,11.5,broken clouds
255,Tuyan,PH,6.0,125.2833,80.1,85,89,4.61,overcast clouds
256,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,20,0,25.32,clear sky
257,Richards Bay,ZA,-28.783,32.0377,64.49,80,71,6.08,broken clouds
258,Sao Joaquim,BR,-28.2939,-49.9317,56.98,46,29,4.32,scattered clouds
259,Mahebourg,MU,-20.4081,57.7,71.89,68,75,17.27,light rain
260,Kutum,SD,14.2,24.6667,83.98,44,32,8.75,scattered clouds
261,Mantua,IT,45.1667,10.7833,83.91,53,41,10.54,scattered clouds
262,Creel,MX,27.75,-107.6333,76.48,39,41,7.52,scattered clouds
263,Chiredzi,ZW,-21.05,31.6667,64.69,35,0,3.42,clear sky
264,Winneba,GH,5.3511,-0.6231,82.87,81,87,10.78,overcast clouds
265,Mancio Lima,BR,-7.6142,-72.8958,89.67,45,75,6.91,broken clouds
266,Nsanje,MW,-16.92,35.262,69.71,46,23,3.87,few clouds
267,Thompson,CA,55.7435,-97.8558,77.16,44,40,10.36,scattered clouds
268,Pozo Colorado,PY,-23.4923,-58.7972,77.0,23,53,6.38,light rain
269,Salinopolis,BR,-0.6136,-47.3561,83.34,69,32,10.54,scattered clouds
270,Morrope,PE,-6.5417,-80.0111,69.91,58,21,14.99,few clouds
271,Bambous Virieux,MU,-20.3428,57.7575,71.85,68,75,17.27,light rain
272,Tucuman,AR,-26.8241,-65.2226,68.0,26,0,4.61,clear sky
273,Stony Brook,US,40.9257,-73.1409,78.46,61,75,5.99,broken clouds
274,Zima,RU,53.9202,102.0442,55.69,96,100,9.42,light rain
275,Tukan,RU,53.8409,57.4552,63.32,65,82,1.79,broken clouds
276,Alofi,NU,-19.0595,-169.9187,75.09,88,63,14.97,broken clouds
277,Abu Dhabi,AE,24.4667,54.3667,96.91,49,0,4.61,clear sky
278,Ihosy,MG,-22.4,46.1167,56.95,96,17,6.4,few clouds
279,Den Helder,NL,52.9599,4.7593,64.98,71,75,11.5,broken clouds
280,Colares,PT,38.7992,-9.4469,74.88,72,40,7.0,scattered clouds
281,Trois-Rivieres,CA,46.3501,-72.5491,71.55,64,20,9.22,few clouds
282,Surab,PK,28.4914,66.2585,80.56,15,34,10.07,scattered clouds
283,Dunedin,NZ,-45.8742,170.5036,50.81,81,85,11.99,overcast clouds
284,Pacific Grove,US,36.6177,-121.9166,69.15,85,90,5.01,overcast clouds
285,Regina,CA,50.4501,-104.6178,86.0,34,40,0.0,haze
286,Hualmay,PE,-11.0964,-77.6139,68.02,70,34,10.65,scattered clouds
287,Norilsk,RU,69.3535,88.2027,50.95,93,87,4.52,overcast clouds
288,Vohibinany,MG,-17.35,49.0333,63.1,97,55,1.88,broken clouds
289,Fort Nelson,CA,58.8053,-122.7002,72.99,56,1,3.44,clear sky
290,Pavelets,RU,53.7883,39.246,78.58,51,96,5.19,overcast clouds
291,Ust-Nera,RU,64.5667,143.2,43.18,85,1,5.08,clear sky
292,Syracuse,IT,37.0881,15.2792,95.61,51,0,6.8,clear sky
293,Sola,VU,-13.8833,167.55,74.64,66,91,12.35,overcast clouds
294,Siverek,TR,37.755,39.3167,90.21,24,35,14.9,scattered clouds
295,Lowestoft,GB,52.4752,1.7516,62.85,67,65,11.07,broken clouds
296,Airai,TL,-8.9266,125.4092,55.96,85,80,2.66,broken clouds
297,Abalak,RU,58.1286,68.5944,63.0,97,44,4.32,light rain
298,Datong,CN,40.0936,113.2914,61.86,65,54,5.66,broken clouds
299,Adrar,MR,20.5022,-10.0711,105.46,16,60,2.51,broken clouds
300,Vicente Guerrero,MX,19.1194,-98.1708,69.19,44,6,2.75,clear sky
301,Ciudad Bolivar,VE,8.1222,-63.5497,84.33,67,40,10.18,scattered clouds
302,Temirtau,KZ,50.0544,72.9483,66.45,51,7,2.53,clear sky
303,Ornskoldsvik,SE,63.2909,18.7153,63.55,55,20,9.22,few clouds
304,Novoilinsk,RU,51.6829,108.7143,56.37,82,54,2.62,broken clouds
305,Nioro,GM,13.35,-15.75,81.9,78,94,8.81,overcast clouds
306,Zhigalovo,RU,54.8097,105.1578,58.64,87,96,1.1,overcast clouds
307,Beyneu,KZ,45.3167,55.2,93.49,12,1,8.01,clear sky
308,Fuerte Olimpo,PY,-21.0415,-57.8738,75.61,32,99,3.49,overcast clouds
309,Kodinar,IN,20.7903,70.7031,81.1,85,99,18.03,overcast clouds
310,Norman Wells,CA,65.282,-126.8329,71.64,49,1,5.75,clear sky
311,Grand-Santi,GF,4.25,-54.3833,89.29,51,29,4.47,scattered clouds
312,Arzakan,AM,40.45,44.6065,71.38,83,89,8.32,overcast clouds
313,Kawalu,ID,-7.3817,108.2082,70.97,97,96,1.28,overcast clouds
314,Eyl,SO,7.9803,49.8164,86.36,50,97,26.91,overcast clouds
315,Mulanje,MW,-16.0316,35.5,61.41,69,50,5.06,scattered clouds
316,Okakarara,NA,-20.5833,17.4333,57.96,29,0,6.8,clear sky
317,Honningsvag,NO,70.9821,25.9704,49.53,93,75,14.97,light rain
318,Port Hedland,AU,-20.3167,118.5667,60.85,55,0,11.5,clear sky
319,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,77,1,19.57,clear sky
320,Quatre Cocos,MU,-20.2078,57.7625,71.71,76,49,18.1,light rain
321,Vila,PT,42.0304,-8.1588,62.74,91,94,4.68,overcast clouds
322,Kavaratti,IN,10.5669,72.642,82.38,77,88,14.81,overcast clouds
323,Maridi,SS,4.9158,29.4742,67.19,98,77,3.71,broken clouds
324,Karratha,AU,-20.7377,116.8463,63.1,38,0,13.67,clear sky
325,Nushki,PK,29.5542,66.0215,85.41,11,8,1.57,clear sky
326,Cidreira,BR,-30.1811,-50.2056,60.51,72,10,8.39,clear sky
327,Chau Doc,VN,10.7,105.1167,79.7,81,95,11.59,overcast clouds
328,Yerbogachen,RU,61.2767,108.0108,59.9,59,72,5.77,broken clouds
329,Vila Velha,BR,-20.3297,-40.2925,72.97,62,40,11.5,scattered clouds
330,Port Keats,AU,-14.25,129.55,74.12,86,98,1.66,overcast clouds
331,Nemuro,JP,43.3236,145.575,64.9,99,100,11.23,overcast clouds
332,Kirensk,RU,57.7853,108.1119,55.72,55,100,5.3,overcast clouds
333,Bac Lieu,VN,9.285,105.7244,79.61,87,63,9.48,broken clouds
334,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,100,23,4.47,fog
335,Mangrol,IN,21.1167,70.1167,81.54,83,100,19.86,overcast clouds
336,Port Macquarie,AU,-31.4333,152.9167,58.89,76,35,11.92,scattered clouds
337,Nipawin,CA,53.3668,-104.0009,80.64,36,1,3.44,clear sky
338,Namibe,AO,-15.1961,12.1522,69.93,83,0,10.38,clear sky
339,Oriximina,BR,-1.7656,-55.8661,84.04,62,93,1.7,overcast clouds
340,Zyryanka,RU,65.75,150.85,40.98,84,100,9.04,overcast clouds
341,Camuy,PR,18.4838,-66.8449,89.44,65,8,13.0,clear sky
342,Mount Gambier,AU,-37.8333,140.7667,42.71,93,39,8.05,scattered clouds
343,Chicama,PE,-7.8447,-79.1469,64.94,58,28,10.56,scattered clouds
344,Shingu,JP,33.7333,135.9833,79.92,90,70,2.95,broken clouds
345,Taksimo,RU,56.3444,114.8794,53.71,94,100,2.48,light rain
346,Manta,EC,-0.95,-80.7333,83.98,61,20,8.05,few clouds
347,Balkhash,KZ,46.844,74.9804,79.97,32,6,8.46,clear sky
348,Huinan,CN,42.6225,126.2614,70.81,96,100,2.75,light rain
349,Atambua,ID,-9.1061,124.8925,71.19,85,73,5.17,broken clouds
350,Ballina,AU,-28.8667,153.5667,60.98,88,9,4.61,clear sky
351,Igaci,BR,-9.5369,-36.6336,74.93,67,62,16.24,broken clouds
352,Kiama,AU,-34.6833,150.8667,45.88,90,28,4.43,scattered clouds
353,Tynda,RU,55.1667,124.7167,51.8,99,100,2.08,light rain
354,Novikovo,RU,51.1537,37.8879,77.68,46,12,6.13,few clouds
355,Saskylakh,RU,71.9167,114.0833,66.51,46,0,6.67,clear sky
356,Klaksvik,FO,62.2266,-6.589,49.12,78,70,13.27,broken clouds
357,Mason City,US,43.1536,-93.201,79.36,50,1,12.66,clear sky
358,Tortoli,IT,39.9256,9.6572,85.98,61,0,13.8,clear sky
359,Itarema,BR,-2.9248,-39.9167,85.66,55,82,17.0,broken clouds
360,Sobolevo,RU,54.4299,31.8996,68.5,79,83,3.83,broken clouds
361,Tasiilaq,GL,65.6145,-37.6368,57.36,80,7,5.75,clear sky
362,Evanston,US,42.0411,-87.6901,79.95,59,40,1.99,haze
363,Husavik,IS,66.0449,-17.3389,58.91,66,97,5.12,overcast clouds
364,Shakhunya,RU,57.6758,46.6114,64.87,68,79,6.24,broken clouds
365,Rocha,UY,-34.4833,-54.3333,56.75,67,1,6.08,clear sky
366,Coolum Beach,AU,-26.5333,153.1,62.11,96,17,7.2,few clouds
367,Changde,CN,29.0464,111.6783,81.59,74,0,2.35,light rain
368,Aksarka,RU,66.5606,67.7975,56.05,95,100,9.82,overcast clouds
369,Ca Mau,VN,9.1769,105.15,78.35,90,88,4.94,overcast clouds
370,Assiniboia,CA,49.6334,-105.9845,84.11,21,3,8.05,clear sky
371,Port Augusta,AU,-32.5,137.7667,51.94,57,0,12.19,clear sky
372,Kodiak,US,57.79,-152.4072,53.11,94,90,6.91,mist
373,Sisimiut,GL,66.9395,-53.6735,58.51,54,1,7.67,clear sky
374,Bakel,SN,14.905,-12.4568,90.36,55,84,11.32,broken clouds
375,Padang,ID,-0.9492,100.3543,75.56,89,93,2.77,moderate rain
376,Ucluelet,CA,48.9329,-125.5528,55.71,81,33,3.58,scattered clouds
377,Rantoul,US,40.3084,-88.1559,78.98,72,40,11.5,scattered clouds
378,Taoudenni,ML,22.6783,-3.9836,110.08,14,29,15.99,scattered clouds
379,Pemangkat,ID,1.1667,108.9667,79.66,84,80,8.28,broken clouds
380,Deer Lake,CA,49.1667,-57.4316,69.66,56,75,18.41,broken clouds
381,Sunel,IN,24.3667,75.9667,75.87,87,100,15.37,moderate rain
382,Escarcega,MX,18.6089,-90.7454,96.91,35,82,5.14,broken clouds
383,Poya,NC,-21.35,165.15,61.21,67,49,4.59,scattered clouds
384,Lata,PT,40.1629,-8.3327,73.35,70,96,6.51,overcast clouds
385,Terra Santa,BR,-2.1042,-56.4869,93.11,41,82,3.69,broken clouds
386,Camacha,PT,33.0833,-16.3333,72.36,64,20,16.11,few clouds
387,Biltine,TD,14.5333,20.9167,84.33,51,63,8.5,broken clouds
388,Narsaq,GL,60.9167,-46.05,59.22,71,100,3.78,light rain
389,Najran,SA,17.4924,44.1277,93.85,23,98,6.76,overcast clouds
390,Liwale,TZ,-9.7667,37.9333,71.83,58,93,4.47,light rain
391,Nanortalik,GL,60.1432,-45.2371,53.1,68,98,18.95,overcast clouds
392,Portland,US,45.5234,-122.6762,78.94,65,40,1.01,scattered clouds
393,Simi,SL,9.5667,-12.35,74.8,96,96,6.04,moderate rain
394,Batyrevo,RU,55.0675,47.6111,69.1,60,95,2.57,overcast clouds
395,Okotoks,CA,50.7289,-113.9828,85.71,18,74,16.35,broken clouds
396,Ternate,ID,0.8,127.4,81.16,81,25,6.29,scattered clouds
397,Fairbanks,US,64.8378,-147.7164,67.08,74,90,6.91,overcast clouds
398,Thongwa,MM,16.7619,96.5278,78.96,93,100,6.78,overcast clouds
399,Menongue,AO,-14.6585,17.691,62.42,28,0,5.35,clear sky
400,Tukrah,LY,32.5341,20.5791,85.12,58,0,11.05,clear sky
401,Mbini,GQ,1.574,9.6134,80.44,80,90,10.51,overcast clouds
402,Pangian,PH,6.4628,125.5453,78.35,88,93,8.34,overcast clouds
403,Port Hardy,CA,50.6996,-127.4199,60.98,94,90,3.44,mist
404,Mikhaylovka,RU,50.06,43.2379,79.86,51,79,8.25,broken clouds
405,San Vicente De Canete,PE,-13.0751,-76.3835,68.09,70,43,6.93,scattered clouds
406,Lagoa,PT,39.05,-27.9833,72.14,93,21,17.29,few clouds
407,Grand Gaube,MU,-20.0064,57.6608,72.0,77,28,7.0,light rain
408,El Carrizo,MX,24.0261,-106.8814,91.08,67,83,5.01,broken clouds
409,Twin Falls,US,42.3505,-114.6445,77.34,53,1,4.61,clear sky
410,Erzin,TR,36.9559,36.2,86.52,74,0,3.6,clear sky
411,Mariager,DK,56.6498,9.9752,64.42,87,52,15.75,broken clouds
