City_ID,City,Country,Max Temp,Current description,Lat,Lng,Hotel Name
210,Dunmore Town,BS,83.07,clear sky,25.5,-76.65,Coral Sands Hotel
211,Benghazi,LY,84.04,clear sky,32.1167,20.0667,Tibesti Hotel
212,Ponta Do Sol,PT,78.71,scattered clouds,32.6667,-17.1,Hotel do Campo
213,Caravelas,BR,71.96,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
214,Nouakchott,MR,82.33,broken clouds,18.0858,-15.9785,HOTEL IMAN فندق إيمان
215,Poronaysk,RU,55.56,broken clouds,49.2167,143.1167,Avtovokzal Khostel Stolovaya
216,The Valley,AI,87.66,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
219,Nchelenge,ZM,70.47,clear sky,-9.3451,28.734,KD Travellers Home
223,Kasempa,ZM,62.46,clear sky,-13.4584,25.8338,Lolelunga Forest Reserve
224,Pemba,MZ,77.7,scattered clouds,-12.974,40.5178,Guesthouse Samotina
226,Isangel,VU,67.03,broken clouds,-19.55,169.2667,Tanna Lodge
227,Kango,GA,78.31,overcast clouds,0.1943,10.0951,Hôtel Bar Restaurant Le Bercail
228,Kaduna,NG,69.73,overcast clouds,10.5222,7.4383,HAMDALA HOTEL
229,Vao,NC,66.51,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
230,Khatanga,RU,62.65,overcast clouds,71.9667,102.5,"Gostinitsa ""Zapolyar'ye"""
231,Fort Morgan,US,77.74,clear sky,40.2503,-103.8,Hampton Inn Fort Morgan
232,Constitucion,CL,63.1,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
234,Asau,RO,81.52,clear sky,46.4333,26.4,Casa Mika Ciobanus
235,Iqaluit,CA,55.13,overcast clouds,63.7506,-68.5145,Frobisher Inn
237,Uri,IN,68.77,scattered clouds,34.0833,74.0333,Hotel Uri Hills
239,Upington,ZA,64.78,clear sky,-28.4478,21.2561,River Place Manor
240,Jacqueville,CI,80.51,overcast clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
241,Margate,GB,64.85,light rain,51.3813,1.3862,Premier Inn Margate hotel
243,Lorengau,PG,81.64,few clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
244,Viedma,AR,59.43,few clouds,-40.8135,-62.9967,Hotel Cristal
245,Nouadhibou,MR,76.98,clear sky,20.931,-17.0347,El Medina
246,Parsons,US,80.15,scattered clouds,37.3403,-95.2611,Best Western Parsons Inn
247,Along,IN,74.05,few clouds,28.1667,94.7667,Hotel West
248,Gat,IL,87.4,clear sky,31.61,34.7642,OlusHome
249,Puerto Leguizamo,CO,70.92,overcast clouds,-0.1934,-74.7819,la casona de juancho
250,San Patricio,US,95.09,broken clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
251,Naryan-Mar,RU,51.55,overcast clouds,67.6713,53.087,Hostel Agat
252,Mabaruma,GY,84.16,few clouds,8.2,-59.7833,Monty Brooms Guest House
253,Bayan,CN,65.34,overcast clouds,46.0833,127.4,Wanhao Inn
254,Acapulco,MX,85.82,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
255,Tuyan,PH,80.1,overcast clouds,6.0,125.2833,Sahara Beach Resort
256,Comodoro Rivadavia,AR,62.46,clear sky,-45.8667,-67.5,Austral Hotel
257,Richards Bay,ZA,64.49,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
258,Sao Joaquim,BR,56.98,scattered clouds,-28.2939,-49.9317,Pousada Alternativa Cravo e Canela
259,Mahebourg,MU,71.89,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
260,Kutum,SD,83.98,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
261,Mantua,IT,83.91,scattered clouds,45.1667,10.7833,Hotel la Favorita
262,Creel,MX,76.48,scattered clouds,27.75,-107.6333,The Lodge at Creel Hotel & SPA
263,Chiredzi,ZW,64.69,clear sky,-21.05,31.6667,Clevers Hotel Chiredzi
264,Winneba,GH,82.87,overcast clouds,5.3511,-0.6231,Windy Lodge & Beach Resort
265,Mancio Lima,BR,89.67,broken clouds,-7.6142,-72.8958,Hotel e Distribuidora Voyage
266,Nsanje,MW,69.71,few clouds,-16.92,35.262,Nsanje Discovery Lodge
267,Thompson,CA,77.16,scattered clouds,55.7435,-97.8558,Burntwood Hotel
268,Pozo Colorado,PY,77.0,light rain,-23.4923,-58.7972,Hospedaje la Amistad
269,Salinopolis,BR,83.34,scattered clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
270,Morrope,PE,69.91,few clouds,-6.5417,-80.0111,Hipolito santamaria
271,Bambous Virieux,MU,71.85,light rain,-20.3428,57.7575,Casa Tia Villa
272,Tucuman,AR,68.0,clear sky,-26.8241,-65.2226,HOTEL MIAMI
273,Stony Brook,US,78.46,broken clouds,40.9257,-73.1409,Hilton Garden Inn Stony Brook
276,Alofi,NU,75.09,broken clouds,-19.0595,-169.9187,Taloa Heights
277,Abu Dhabi,AE,96.91,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
278,Ihosy,MG,56.95,few clouds,-22.4,46.1167,Tamana Hôtel
279,Den Helder,NL,64.98,broken clouds,52.9599,4.7593,Hotel Den Helder
280,Colares,PT,74.88,scattered clouds,38.7992,-9.4469,Arribas Sintra Hotel
281,Trois-Rivieres,CA,71.55,few clouds,46.3501,-72.5491,Hôtels Gouverneur
282,Surab,PK,80.56,scattered clouds,28.4914,66.2585,Bismillah Hotel
283,Dunedin,NZ,50.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
284,Pacific Grove,US,69.15,overcast clouds,36.6177,-121.9166,Lovers Point Inn
285,Regina,CA,86.0,haze,50.4501,-104.6178,Wingate by Wyndham Regina
286,Hualmay,PE,68.02,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
287,Norilsk,RU,50.95,overcast clouds,69.3535,88.2027,NordHostel
289,Fort Nelson,CA,72.99,clear sky,58.8053,-122.7002,The Fort Nelson Hotel
292,Syracuse,IT,95.61,clear sky,37.0881,15.2792,Hotel Posta
293,Sola,VU,74.64,overcast clouds,-13.8833,167.55,Leumerus Bungalows
294,Siverek,TR,90.21,scattered clouds,37.755,39.3167,Mercan Hotel
295,Lowestoft,GB,62.85,broken clouds,52.4752,1.7516,Premier Inn Lowestoft hotel
296,Airai,TL,55.96,broken clouds,-8.9266,125.4092,Juvinal Martin
297,Abalak,RU,63.0,light rain,58.1286,68.5944,Туристический комплекс Абалак
298,Datong,CN,61.86,broken clouds,40.0936,113.2914,Holiday Inn Datong City Centre
300,Vicente Guerrero,MX,69.19,clear sky,19.1194,-98.1708,Churros Inn
301,Ciudad Bolivar,VE,84.33,scattered clouds,8.1222,-63.5497,Hotel Edi
302,Temirtau,KZ,66.45,clear sky,50.0544,72.9483,Bota Hotel
303,Ornskoldsvik,SE,63.55,few clouds,63.2909,18.7153,ファーストホテル スタット
306,Zhigalovo,RU,58.64,overcast clouds,54.8097,105.1578,"Hotel ""Lenatur"""
307,Beyneu,KZ,93.49,clear sky,45.3167,55.2,NUR
308,Fuerte Olimpo,PY,75.61,overcast clouds,-21.0415,-57.8738,Hospedaje DAMI
309,Kodinar,IN,81.1,overcast clouds,20.7903,70.7031,residency of N.B vadhel
310,Norman Wells,CA,71.64,clear sky,65.282,-126.8329,Heritage Hotel
311,Grand-Santi,GF,89.29,scattered clouds,4.25,-54.3833,Hotel La Villa Couacou
312,Arzakan,AM,71.38,overcast clouds,40.45,44.6065,"Park Resort Aghveran, Парк Резорт Агверан"
313,Kawalu,ID,70.97,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
314,Eyl,SO,86.36,overcast clouds,7.9803,49.8164,Amiin Hotel
315,Mulanje,MW,61.41,scattered clouds,-16.0316,35.5,Mulanje Motel
318,Port Hedland,AU,60.85,clear sky,-20.3167,118.5667,The Esplanade Hotel
319,Havre-Saint-Pierre,CA,62.96,clear sky,50.2334,-63.5986,Auberge Niapiskau
320,Quatre Cocos,MU,71.71,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
321,Vila,PT,62.74,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
322,Kavaratti,IN,82.38,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
324,Karratha,AU,63.1,clear sky,-20.7377,116.8463,ibis Styles Karratha
325,Nushki,PK,85.41,clear sky,29.5542,66.0215,Shams hotel
326,Cidreira,BR,60.51,clear sky,-30.1811,-50.2056,Hotel Castelo
327,Chau Doc,VN,79.7,overcast clouds,10.7,105.1167,JADE AND SAPPHIRE GUESTHOUSE
329,Vila Velha,BR,72.97,scattered clouds,-20.3297,-40.2925,Quality Suites Vila Velha
330,Port Keats,AU,74.12,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
331,Nemuro,JP,64.9,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
332,Kirensk,RU,55.72,overcast clouds,57.7853,108.1119,Kirenskiy Plos
333,Bac Lieu,VN,79.61,broken clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
335,Mangrol,IN,81.54,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
336,Port Macquarie,AU,58.89,scattered clouds,-31.4333,152.9167,Rydges Port Macquarie
337,Nipawin,CA,80.64,clear sky,53.3668,-104.0009,Tobin Lake Motel
338,Namibe,AO,69.93,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
339,Oriximina,BR,84.04,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
341,Camuy,PR,89.44,clear sky,18.4838,-66.8449,Serenity Hair Design & Spa
343,Chicama,PE,64.94,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
344,Shingu,JP,79.92,broken clouds,33.7333,135.9833,Shingu UI Hotel
345,Taksimo,RU,53.71,light rain,56.3444,114.8794,"Gostinitsa ""Viktoriya"""
346,Manta,EC,83.98,few clouds,-0.95,-80.7333,Balandra Hotel
347,Balkhash,KZ,79.97,clear sky,46.844,74.9804,Family
348,Huinan,CN,70.81,light rain,42.6225,126.2614,Sunshine Classic Fashion Hotels
349,Atambua,ID,71.19,broken clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
350,Ballina,AU,60.98,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
351,Igaci,BR,74.93,broken clouds,-9.5369,-36.6336,JE Hotel
353,Tynda,RU,51.8,light rain,55.1667,124.7167,Medis
357,Mason City,US,79.36,clear sky,43.1536,-93.201,Days Inn by Wyndham Mason City
358,Tortoli,IT,85.98,clear sky,39.9256,9.6572,Hotel La Bitta
359,Itarema,BR,85.66,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
361,Tasiilaq,GL,57.36,clear sky,65.6145,-37.6368,The Red House
362,Evanston,US,79.95,haze,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
363,Husavik,IS,58.91,overcast clouds,66.0449,-17.3389,Bjarnabúð
364,Shakhunya,RU,64.87,broken clouds,57.6758,46.6114,Inn Imperiya
365,Rocha,UY,56.75,clear sky,-34.4833,-54.3333,Beleza Pura B&B
366,Coolum Beach,AU,62.11,few clouds,-26.5333,153.1,Palmer Coolum Resort
367,Changde,CN,81.59,light rain,29.0464,111.6783,Kangshida Hotel
369,Ca Mau,VN,78.35,overcast clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
370,Assiniboia,CA,84.11,clear sky,49.6334,-105.9845,Canalta Hotel Assiniboia
371,Port Augusta,AU,51.94,clear sky,-32.5,137.7667,Majestic Oasis Apartments
372,Kodiak,US,53.11,mist,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
373,Sisimiut,GL,58.51,clear sky,66.9395,-53.6735,Hotel Sisimiut
374,Bakel,SN,90.36,broken clouds,14.905,-12.4568,Ablaye Diallo Bakel
375,Padang,ID,75.56,moderate rain,-0.9492,100.3543,Mercure Padang
376,Ucluelet,CA,55.71,scattered clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
377,Rantoul,US,78.98,scattered clouds,40.3084,-88.1559,First Heritage Inn
379,Pemangkat,ID,79.66,broken clouds,1.1667,108.9667,Ramah Kost KITA
380,Deer Lake,CA,69.66,broken clouds,49.1667,-57.4316,"Holiday Inn Express Deer Lake, an IHG Hotel"
381,Sunel,IN,75.87,moderate rain,24.3667,75.9667,Retorent
382,Escarcega,MX,96.91,broken clouds,18.6089,-90.7454,Hotel Maria Isabel
384,Lata,PT,73.35,overcast clouds,40.1629,-8.3327,Casa Maquia
385,Terra Santa,BR,93.11,broken clouds,-2.1042,-56.4869,Hotel Sarah
386,Camacha,PT,72.36,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
387,Biltine,TD,84.33,broken clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
388,Narsaq,GL,59.22,light rain,60.9167,-46.05,Narsaq Kayak Hostel
389,Najran,SA,93.85,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
390,Liwale,TZ,71.83,light rain,-9.7667,37.9333,Samoma lodge
391,Nanortalik,GL,53.1,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
392,Portland,US,78.94,scattered clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
394,Batyrevo,RU,69.1,overcast clouds,55.0675,47.6111,Gostinitsa Yukhma
395,Okotoks,CA,85.71,broken clouds,50.7289,-113.9828,Econo Lodge
396,Ternate,ID,81.16,scattered clouds,0.8,127.4,Grand Dafam Bela Ternate
397,Fairbanks,US,67.08,overcast clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
398,Thongwa,MM,78.96,overcast clouds,16.7619,96.5278,U Poe Sann
399,Menongue,AO,62.42,clear sky,-14.6585,17.691,Ritz Lauca
400,Tukrah,LY,85.12,clear sky,32.5341,20.5791,Lokta restaurant
402,Pangian,PH,78.35,overcast clouds,6.4628,125.5453,Maldives tubalan malita davao occidental
403,Port Hardy,CA,60.98,mist,50.6996,-127.4199,Airport Inn
404,Mikhaylovka,RU,79.86,broken clouds,50.06,43.2379,5 Komnat
405,San Vicente De Canete,PE,68.09,scattered clouds,-13.0751,-76.3835,Hotel Konford
406,Lagoa,PT,72.14,few clouds,39.05,-27.9833,Casa Das Faias
407,Grand Gaube,MU,72.0,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
410,Erzin,TR,86.52,clear sky,36.9559,36.2,Artemis Otel
411,Mariager,DK,64.42,broken clouds,56.6498,9.9752,Mariager Camping
412,Katsina,NG,86.5,overcast clouds,12.9894,7.6006,Katsina Motel
413,Komsomolskiy,UZ,84.92,overcast clouds,40.4272,71.7189,Ikathouse
415,San Francisco,US,78.76,scattered clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
416,Roma,US,72.52,moderate rain,43.2128,-75.4557,Wingate By Wyndham Rome
417,Ilhabela,BR,67.03,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
418,Port Shepstone,ZA,67.82,few clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
419,Beira,MZ,66.29,clear sky,-19.8436,34.8389,Beira Terrace Hotel
420,Alenquer,BR,84.54,overcast clouds,-1.9417,-54.7383,Josilene Castro
422,Pampierstad,ZA,54.25,few clouds,-27.7832,24.6877,BAROLONG METHODIST CHURCH
423,Dubrovnik,HR,91.04,clear sky,42.6481,18.0922,Hotel Dubrovnik Palace
424,Honiara,SB,75.42,overcast clouds,-9.4333,159.95,Heritage Park Hotel
425,Maymyo,MM,67.39,overcast clouds,22.0333,96.4667,Tiger Hotel
426,Wad Madani,SD,81.3,overcast clouds,14.4012,33.5199,فندق يوغسلافيا
427,Dossor,KZ,91.67,scattered clouds,47.5272,52.9811,"Gostinitsa Orpk ""Nauryz"""
429,Creston,US,76.71,clear sky,41.0586,-94.3614,Supertel Inn & Conference Center
430,Kapoeta,SS,81.41,overcast clouds,4.7717,33.5903,Eastgate Hotel
431,Bandarbeyla,SO,78.73,scattered clouds,9.4942,50.8122,JABIR HOTEL
433,Victor Harbor,AU,53.19,clear sky,-35.5667,138.6167,McCracken Country Club
434,Novo Aripuana,BR,97.12,scattered clouds,-5.1206,-60.3797,Hotel Ezequiel
436,Jhalawar,IN,76.28,heavy intensity rain,24.6,76.15,Mansingh Resort
437,Champerico,GT,93.29,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
438,Salalah,OM,77.09,overcast clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
439,Polis,CY,84.02,clear sky,35.0367,32.4264,Marion
441,Alyangula,AU,62.47,mist,-13.8483,136.4192,Groote Eylandt Lodge
442,Illapel,CL,84.79,clear sky,-31.6308,-71.1653,Hotel Londres
443,Ila,NO,58.5,broken clouds,63.4305,10.3705,Comfort Hotel Trondheim
444,Belmonte,BR,73.4,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
446,Montecristo,CO,93.52,scattered clouds,8.2971,-74.4733,Hotel Maripaz
447,Maneadero,MX,91.18,clear sky,31.7167,-116.5667,Casa De Thompson
448,Campbell River,CA,73.6,scattered clouds,50.0163,-125.2446,Ramada by Wyndham Campbell River
449,Severo-Kurilsk,RU,51.28,clear sky,50.6789,156.125,Kak Doma
451,Torbay,CA,72.88,few clouds,47.6666,-52.7314,Gallows Cove
453,Sao Raimundo Das Mangabeiras,BR,93.83,broken clouds,-7.0219,-45.4811,Hotel Tropical
454,Touros,BR,86.9,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
455,Matara,LK,79.11,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
456,Berlevag,NO,50.0,overcast clouds,70.8578,29.0864,Kvitbrakka
457,Nam Som,TH,78.3,overcast clouds,17.7704,102.1895,โรงแรมวุฒิโชค น้ำโสม ที่พักไกล้วัดป่าภูก้อน ราคา 500฿
459,Buraydah,SA,100.85,few clouds,26.326,43.975,فندق راحة السلام
460,Waterloo,CA,68.72,overcast clouds,43.4668,-80.5164,Comfort Inn
461,Nadym,RU,60.57,overcast clouds,65.5333,72.5167,Apartment on Zvereva
463,Vila Franca Do Campo,PT,75.61,clear sky,37.7167,-25.4333,Pestana Bahia Praia
464,Ljungby,SE,63.01,broken clouds,56.8332,13.9408,Hotel Terraza
465,Lismore,AU,60.89,clear sky,-28.8135,153.2773,Dawson Motor Inn
466,Erenhot,CN,67.14,broken clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
467,Muscat,OM,96.82,broken clouds,23.6139,58.5922,Mutrah Hotel
468,Kahului,US,76.26,few clouds,20.8947,-156.47,Maui Seaside Hotel
469,Xining,CN,61.11,scattered clouds,36.6167,101.7667,Super Leisure Hotel
470,Harwich,GB,62.62,overcast clouds,51.9419,1.2844,Premier Inn Harwich hotel
471,Klang,MY,80.74,few clouds,3.0333,101.45,OYO 90249 Euro Hotel (klang)
472,Brigantine,US,78.01,scattered clouds,39.4101,-74.3646,Legacy Vacation Resorts Brigantine Beach
473,Cayenne,GF,87.84,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
474,Madison,US,82.09,scattered clouds,34.7334,-86.5667,Embassy Suites by Hilton Huntsville Hotel & Spa
475,Ambo,PE,65.95,broken clouds,-10.1308,-76.2047,La Loma Resort
476,Namatanai,PG,77.99,light rain,-3.6667,152.4333,Seagulls Inn Namatani
477,Lerwick,GB,51.8,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
480,Osa,RU,64.02,broken clouds,57.2829,55.4567,Гостиница Оса
481,Puerto Madryn,AR,67.23,few clouds,-42.7692,-65.0385,Hotel Tolosa
482,Khuzhir,RU,57.61,broken clouds,53.1939,107.3397,Отель на озере Байкал Baikal View
483,Porto Belo,BR,69.1,overcast clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
484,Cheney,US,82.99,smoke,47.4874,-117.5758,"Holiday Inn Express & Suites Cheney, an IHG Hotel"
486,Samandag,TR,84.72,clear sky,36.0842,35.9771,Anadolu Palace Hotel
487,Hornepayne,CA,63.25,overcast clouds,49.2138,-84.7705,Kay-Vee Lodge Ltd
488,Khon Buri,TH,79.21,overcast clouds,14.5254,102.2459,Bangchongjai Cottage
489,Westport,US,78.57,clear sky,41.1415,-73.3579,The Westport Inn
490,Quimper,FR,65.08,clear sky,48.0,-4.1,Hôtel Escale Oceania Quimper
491,Minas Novas,BR,75.63,overcast clouds,-17.2186,-42.5903,J K Palace Hotel
492,San Quintin,MX,78.35,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
493,Inirida,CO,76.33,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
495,Northam,GB,67.71,scattered clouds,51.0333,-4.2167,Durrant House Hotel
496,Plettenberg Bay,ZA,56.55,broken clouds,-34.0527,23.3716,Thanda Vista B&B
497,Salani,IN,71.82,moderate rain,29.957,79.7127,Forest Guest House
499,Naze,JP,78.84,broken clouds,28.3667,129.4833,奄美ポートタワーホテル
500,Davila,PH,80.76,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
501,Verkhnevilyuysk,RU,61.45,overcast clouds,63.4453,120.3167,Gostinitsa Mila
502,Kem,RU,55.06,overcast clouds,64.9555,34.5793,"Mini-hotel ""Kem"""
504,Hastings,GB,66.9,moderate rain,50.8552,0.5729,Zanzibar Hotel
505,Muros,ES,66.99,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
506,Auki,SB,75.22,overcast clouds,-8.7676,160.7034,Auki Motel
508,Yermekeyevo,RU,70.79,overcast clouds,54.0761,53.6712,Гостиница «Миляш»
509,Kavieng,PG,80.96,clear sky,-2.5744,150.7967,Nusa Island Retreat
510,Praia Da Vitoria,PT,78.76,light intensity drizzle,38.7333,-27.0667,Hotel Branco I
511,Tulle,FR,62.55,broken clouds,45.3333,1.8333,Voilco Aster
512,Inhambane,MZ,65.46,clear sky,-23.865,35.3833,Oceano
513,Labuhan,ID,77.63,clear sky,-6.8844,112.2051,PT PPI Lamongan Tambak C
515,Zhanaozen,KZ,89.04,clear sky,43.3,52.8,K.korabay 28A
516,Soc Trang,VN,78.76,scattered clouds,9.6033,105.98,Phu Quy Hotel
517,Ambilobe,MG,70.66,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
518,Urengoy,RU,56.77,overcast clouds,65.9667,78.3667,Gostinnitsa Medveditsa
